Lista de Eventos - A MOSTRAR 200 REGISTOS
Tipo;"Data";"Fonte";"Categoria";"ID do Evento";"Utilizador";"Computador"
Informação;"2025-03-19 07:44:53";"Microsoft-Windows-TPM-WMI";"0 - (0)";"1282";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"O identificador de dispositivo TBS foi gerado."
Aviso;"2025-03-19 07:44:38";"Microsoft-Windows-DistributedCOM";"0 - (0)";"10016";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 

{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}

 e APPID 

{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}

 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso;"2025-03-19 07:44:38";"Microsoft-Windows-DistributedCOM";"0 - (0)";"10016";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 

{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}

 e APPID 

{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}

 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso;"2025-03-19 07:44:38";"Microsoft-Windows-DistributedCOM";"0 - (0)";"10016";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 

{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}

 e APPID 

{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}

 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Aviso;"2025-03-19 07:44:38";"Microsoft-Windows-DistributedCOM";"0 - (0)";"10016";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"As configurações de permissão específico do aplicativo não concedem permissão Local Ativação para o aplicativo de Servidor COM com CLSID 

{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}

 e APPID 

{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}

 ao usuário AUTORIDADE NT\SERVIÇO LOCAL SID (S-1-5-19) do endereço LocalHost (Usando LRPC) que está sendo executado no contêiner de aplicativos Não Disponível SID (Não Disponível). Essa permissão de segurança pode ser modificada com a ferramenta administrativa Serviços de Componentes."
Informação;"2025-03-19 07:44:38";"Microsoft-Windows-Ntfs";"0 - (0)";"98";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Volume ?? (\Device\HarddiskVolumeShadowCopy430) está íntegro. Nenhuma ação é necessária."
Informação;"2025-03-19 07:44:37";"Service Control Manager";"0 - (0)";"7040";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"O tipo de inicialização do serviço Instalador de Módulos do Windows foi alterado de iniciar demanda para iniciar automaticamente."
Informação;"2025-03-19 07:44:36";"Microsoft-Windows-Winlogon";"0 - (1101)";"7001";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Notificação de Logon do Usuário para Programa de Aperfeiçoamento da Experiência do Usuário"
Informação;"2025-03-19 07:44:33";"TPM";"0 - (0)";"18";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Este evento dispara a execução da verificação de status/provisionamento do TPM (Trusted Platform Module)."
Informação;"2025-03-19 07:44:33";"Service Control Manager";"0 - (0)";"7026";"N/A";"BYOD-EDUARDO";"O(s) seguinte(s) driver(s) de início do sistema ou de inicialização não foram carregados: 

dam

googledrivefs31357

SentinelDeviceControl

WinSetupMon"
Informação;"2025-03-19 07:44:31";"Microsoft-Windows-WAS";"0 - (0)";"5211";"N/A";"BYOD-EDUARDO";"O Serviço de Ativação de Processos do Windows (WAS) foi iniciado com o modo 'Classic' usando o 'ConfigurationSystem'"
Informação;"2025-03-19 07:44:30";"Microsoft-Windows-WLAN-AutoConfig";"0 - (0)";"10001";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Módulo de Extensibilidade de WLAN iniciado com êxito.



Caminho do Módulo: C:\WINDOWS\system32\IntelIHVRouter04.dll

"
Informação;"2025-03-19 07:44:30";"IntelHaxm";"Nenhuma - (0)";"4";"N/A";"BYOD-EDUARDO"
Informação;"2025-03-19 07:44:30";"Microsoft-Windows-WLAN-AutoConfig";"0 - (0)";"4000";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Serviço de Configuração Automática de WLAN iniciado com êxito.

"
Informação;"2025-03-19 07:44:29";"Microsoft-Windows-DHCPv6-Client";"Service State Event - (4)";"51046";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"O serviço do cliente DHCPv6 foi iniciado"
Informação;"2025-03-19 07:44:29";"Microsoft-Windows-Dhcp-Client";"Evento do Estado do Serviço - (4)";"50036";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"O serviço do cliente DHCPv4 foi iniciado"
Informação;"2025-03-19 07:44:29";"Microsoft-Windows-Dhcp-Client";"Evento do Estado do Serviço - (4)";"50103";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"Cliente DHCPv4 registrado para notificação de desligamento"
Informação;"2025-03-19 07:44:29";"Microsoft-Windows-Dhcp-Client";"Evento do Estado do Serviço - (4)";"50036";"AUTORIDADE NT\SERVIÇO LOCAL";"BYOD-EDUARDO";"O serviço do cliente DHCPv4 foi iniciado"
Informação;"2025-03-19 07:44:28";"Win32k";"0 - (0)";"267";"N/A";"BYOD-EDUARDO";"Êxito na verificação de Controle de Qualidade de Hardware de Toque/Teclado Sensível ao Toque."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-UserModePowerService";"0 - (10)";"12";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"O processo C:\Windows\System32\svchost.exe (ID do processo:1820) redefiniu o esquema de política de {381b4222-f694-41f0-9685-ff5bb260df2e} para {381b4222-f694-41f0-9685-ff5bb260df2e}"
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'bindflt' (10.0, ?2072?-?11?-?08T20:15:04.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'storqosflt' (10.0, ?1990?-?03?-?04T11:18:49.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'CldFlt' (10.0, ?1980?-?07?-?08T02:32:35.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"1";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'CldFlt' (Versão 10.0, ?1980?-?07?-?08T02:32:35.000000000Z) descarregado com sucesso."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'CldFlt' (10.0, ?1980?-?07?-?08T02:32:35.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'luafv' (10.0, ?1995?-?09?-?15T01:15:24.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Microsoft-Windows-FilterManager";"0 - (0)";"6";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"Filtro do Sistema de Arquivos 'wcifs' (10.0, ?2087?-?12?-?15T06:21:00.000000000Z) carregou e registrou com sucesso o Gerenciador de Filtros."
Informação;"2025-03-19 07:44:27";"Win32k";"0 - (0)";"267";"N/A";"BYOD-EDUARDO";"Êxito na verificação de Controle de Qualidade de Hardware de Toque/Teclado Sensível ao Toque."
Informação;"2025-03-19 07:44:25";"Microsoft-Windows-Directory-Services-SAM";"0 - (0)";"16983";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"O gerenciador de contas de segurança agora registra eventos resumidos periódicos para clientes remotos que invocam chamadas herdadas do método RPC para alterar ou definir senhas.



Para mais informações, confira https://go.microsoft.com/fwlink/?linkid=2150956.

"
Informação;"2025-03-19 07:44:25";"Microsoft-Windows-Directory-Services-SAM";"0 - (0)";"16977";"AUTORIDADE NT\SISTEMA";"BYOD-EDUARDO";"O domínio tem as seguintes configurações de comprimento mínimo para senha.



MinimumPasswordLength: 0



RelaxMinimumPasswordLengthLimits: 0



MinimumPasswordLengthAudit: -1



Para mais informações, consulte https://go.microsoft.com/fwlink/?LinkId=2097191.

"
